gender,age_group,region,zona,race,education,income,ideology,party,religion,interest_politics,presidential_vote,abortion_opinion
Man,Adult,Oklahoma,Rural,Non-White,Medium,Low Income,Right,Republican,Not Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Adult,Virginia,Rural,White,High,Low Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,Ohio,Urban,White,Medium,Low Income,Center,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Michigan,Rural,White,Medium,Low Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Adult,Idaho,Urban,White,Medium,Middle Income,Right,Independent,Not Religious,Somewhat interested,Donald Trump,Always legal
,Senior Adult,,Urban,,,,Left,Democrat,,Somewhat interested,Joe Biden,Always legal
Woman,Adult,California,Rural,Non-White,High,Low Income,Center,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Adult,Alabama,Urban,Non-White,Medium,Low Income,Center,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Colorado,Urban,White,Low,Low Income,None,Independent,Not Religious,Not very interested,Joe Biden,Always illegal
Man,Senior Adult,Pennsylvania,Rural,White,High,Middle Income,Right,Independent,Not Religious,Very interested,Joe Biden,Always legal
Woman,Adult,New York,Rural,Non-White,Medium,Middle Income,None,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Woman,Adult,Florida,Rural,Non-White,Medium,Low Income,Center,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,Arizona,Rural,Non-White,Medium,Low Income,Center,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Woman,Adult,Texas,Rural,Non-White,High,Middle Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Always illegal
Man,Adult,North Carolina,Urban,White,High,Low Income,Center,Independent,Not Religious,Very interested,Joe Biden,Always legal
Woman,Young Adult,North Carolina,Urban,White,High,Low Income,Left,Democrat,Religious,Not very interested,Donald Trump,Always illegal
Woman,Senior Adult,California,Rural,White,High,High Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Adult,Maryland,Rural,White,High,Middle Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Florida,Urban,White,Medium,Middle Income,None,Republican,Religious,Somewhat interested,Donald Trump,Always legal
Man,Adult,Tennessee,Urban,White,Medium,Middle Income,Left,Democrat,Religious,Not very interested,Joe Biden,Always legal
Man,Adult,Massachusetts,Rural,White,High,High Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,Ohio,Urban,White,High,High Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Legal only in specific cases
Man,Adult,California,Rural,White,Medium,Middle Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,West Virginia,Rural,White,Low,,None,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,,Rhode Island,Urban,White,High,,Left,Democrat,Religious,Not at all interested,Joe Biden,Always legal
Woman,Senior Adult,New York,Rural,Non-White,High,Middle Income,Center,Democrat,Religious,Not at all interested,Joe Biden,Always legal
Woman,Senior Adult,Indiana,Urban,Non-White,High,Low Income,Left,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Young Adult,California,Rural,White,Medium,High Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,New York,Urban,White,Medium,Middle Income,Left,Independent,Not Religious,Very interested,Joe Biden,Always legal
Woman,Adult,New York,Rural,White,High,High Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Colorado,Rural,White,High,Middle Income,Right,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Adult,Ohio,Urban,White,Low,Low Income,Center,Independent,Not Religious,Not very interested,Donald Trump,Always illegal
Man,Adult,New Jersey,Urban,White,Medium,High Income,Center,Democrat,Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Young Adult,Wisconsin,Urban,White,Medium,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,West Virginia,Urban,Non-White,High,High Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,New Jersey,Rural,White,High,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,New York,Rural,White,Medium,,Center,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,,Massachusetts,Rural,White,Medium,Low Income,None,Republican,Religious,Not at all interested,Donald Trump,Always illegal
Woman,Adult,Wisconsin,Rural,White,High,High Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Adult,Mississippi,Rural,White,High,High Income,Right,Republican,Religious,Very interested,Donald Trump,Always illegal
Man,Senior Adult,Tennessee,Urban,White,High,,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,Iowa,Rural,White,Medium,Middle Income,Center,Democrat,Religious,Not very interested,Joe Biden,Always legal
Woman,Adult,Texas,Rural,Non-White,High,Low Income,Center,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Arizona,Urban,White,Medium,Low Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Always legal
Man,Senior Adult,New York,Urban,White,Medium,,Right,Independent,Religious,Very interested,Donald Trump,Always legal
Woman,Adult,Texas,Rural,White,High,High Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Adult,Illinois,Rural,White,High,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Kentucky,Urban,White,Medium,Low Income,Center,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Senior Adult,Georgia,Rural,White,High,Middle Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Adult,Illinois,Rural,White,Medium,Middle Income,None,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Illinois,Rural,White,High,Middle Income,Center,Independent,Religious,Not very interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,North Carolina,Urban,White,Medium,Low Income,Right,Independent,Not Religious,Not very interested,Donald Trump,Always illegal
Woman,Adult,,Rural,Non-White,High,Middle Income,Right,Independent,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,Illinois,Rural,White,Medium,,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,Wisconsin,Urban,White,High,Middle Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Always legal
Man,Adult,Alaska,Urban,White,Medium,Low Income,Right,Independent,Religious,Not very interested,Joe Biden,Legal only in specific cases
Woman,Adult,Massachusetts,Urban,White,High,High Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,Delaware,Rural,White,High,High Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Nevada,Rural,Non-White,High,Middle Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,Missouri,Rural,White,Medium,Low Income,None,Democrat,Religious,Not very interested,Joe Biden,Always legal
Woman,Senior Adult,California,Urban,White,High,Low Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Oregon,Urban,White,High,Middle Income,Left,Independent,Not Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Texas,Rural,Non-White,High,High Income,Center,Republican,Not Religious,Not very interested,Joe Biden,Always legal
Man,Adult,New Hampshire,Rural,White,High,High Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Pennsylvania,Urban,White,Medium,Low Income,Center,Independent,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,Texas,Rural,Non-White,Medium,Low Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,Minnesota,Urban,White,Medium,Middle Income,Right,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Adult,Alabama,Rural,White,Medium,Middle Income,None,Democrat,Not Religious,Not at all interested,Joe Biden,Always legal
Woman,Adult,South Carolina,Urban,White,Medium,Low Income,None,Republican,Religious,Not very interested,Donald Trump,Always illegal
Man,Senior Adult,Illinois,Urban,White,High,High Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,Georgia,Rural,White,High,High Income,Right,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,New York,Rural,White,High,High Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,Virginia,Urban,White,Medium,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Man,Senior Adult,California,Urban,White,High,Middle Income,Right,Independent,Not Religious,Not very interested,Joe Biden,Always legal
Woman,Adult,Arkansas,Rural,White,High,Middle Income,Left,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Woman,Adult,Illinois,Rural,White,High,Low Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,Illinois,Rural,White,High,Low Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Adult,Ohio,Rural,White,Medium,Middle Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Connecticut,Urban,White,Medium,Low Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,,Rural,White,,High Income,Left,Independent,Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Utah,Rural,White,High,Low Income,Right,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Adult,Florida,Urban,Non-White,Medium,Low Income,Right,Democrat,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Senior Adult,Pennsylvania,Rural,White,High,High Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Oregon,Rural,White,Medium,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Oregon,Rural,White,High,Low Income,Left,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Woman,Adult,Texas,Rural,White,High,Low Income,Left,Independent,Religious,Not at all interested,Joe Biden,Always legal
Man,Adult,Minnesota,Urban,White,Medium,Low Income,Right,Republican,Religious,Very interested,Donald Trump,Always illegal
Man,Adult,North Carolina,Urban,White,High,Middle Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Adult,Minnesota,Rural,White,High,High Income,Left,Independent,Religious,Not very interested,Joe Biden,Always legal
Man,Adult,Texas,Rural,Non-White,Medium,Middle Income,Right,Independent,Religious,Very interested,Donald Trump,Always illegal
Woman,Adult,Illinois,Rural,White,High,High Income,Left,Democrat,Religious,Not very interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Tennessee,Rural,White,Medium,Low Income,Center,Democrat,Religious,Very interested,Joe Biden,Legal only in specific cases
Man,Senior Adult,Washington,Urban,White,High,Low Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Adult,Massachusetts,Urban,White,High,High Income,Left,Independent,Religious,Not very interested,Joe Biden,Always legal
Man,Senior Adult,Texas,Urban,White,High,High Income,Left,Independent,Not Religious,Very interested,Joe Biden,Legal only in specific cases
Man,Young Adult,Connecticut,Urban,White,High,High Income,Right,Republican,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Adult,Arizona,Rural,White,Medium,Middle Income,None,Republican,Not Religious,Somewhat interested,Donald Trump,Always legal
Woman,Senior Adult,California,Rural,White,High,Middle Income,Center,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,New York,Rural,White,Medium,Middle Income,Center,Independent,Religious,Not at all interested,Joe Biden,Always legal
Woman,Senior Adult,California,Urban,White,,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,Rhode Island,Rural,White,High,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Ohio,Rural,White,High,Middle Income,Right,Independent,Religious,Somewhat interested,Donald Trump,Always legal
Man,Senior Adult,South Carolina,,Non-White,High,Middle Income,Right,Independent,Religious,,Donald Trump,Always illegal
Man,Senior Adult,Massachusetts,Rural,Non-White,High,,Right,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Senior Adult,Massachusetts,Rural,White,High,Middle Income,Left,Independent,Not Religious,Very interested,Joe Biden,Always legal
Man,Adult,Oklahoma,Rural,White,Medium,Low Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,Ohio,Urban,White,Low,Low Income,None,Independent,Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,California,Urban,White,Medium,Middle Income,Right,Independent,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,Nebraska,Rural,White,High,Middle Income,Right,Republican,Religious,Very interested,Donald Trump,Always illegal
Woman,Adult,,Rural,Non-White,Medium,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,New York,Rural,White,High,Low Income,Center,Republican,Religious,Not very interested,Joe Biden,Always legal
Man,Adult,Illinois,Rural,Non-White,High,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Ohio,Rural,White,High,High Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Man,Adult,Georgia,Urban,White,High,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always legal
Woman,Adult,California,Urban,Non-White,Medium,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,Alaska,Urban,White,Medium,Middle Income,Right,Independent,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Washington,Rural,White,Medium,High Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Indiana,Urban,White,Medium,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Young Adult,Michigan,,White,Medium,Low Income,Left,Democrat,Not Religious,,Joe Biden,Always legal
Man,Adult,Wisconsin,Rural,White,Medium,High Income,Center,Independent,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
,,Virginia,Rural,,,,Center,,,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,Kansas,Urban,White,High,Middle Income,Left,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Michigan,Urban,White,Medium,Low Income,Center,Independent,Religious,Not very interested,Donald Trump,Always illegal
Woman,Senior Adult,Tennessee,Urban,White,High,High Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,New Jersey,Rural,Non-White,Medium,Middle Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Hawaii,Rural,Non-White,High,Middle Income,Center,Democrat,Religious,Not at all interested,Joe Biden,Always illegal
Woman,Adult,Ohio,Rural,White,High,High Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Minnesota,Urban,White,Medium,Middle Income,Right,Republican,Not Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,North Carolina,Urban,Non-White,Medium,Middle Income,Center,Independent,Not Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Adult,Nevada,Rural,Non-White,High,Low Income,None,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Woman,Adult,Ohio,Urban,White,High,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Senior Adult,Texas,Rural,Non-White,High,Low Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,New Jersey,Urban,White,Medium,Low Income,Left,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Young Adult,Kansas,Rural,White,Medium,Low Income,Center,Independent,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,North Carolina,Rural,White,High,High Income,Left,Independent,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Adult,California,Urban,White,Medium,Middle Income,Center,Independent,Not Religious,Not very interested,Joe Biden,Always legal
Man,Senior Adult,Wisconsin,Rural,White,Medium,Low Income,Left,Independent,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,District of Columbia,Rural,White,High,High Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,California,Rural,White,Medium,Low Income,Center,Independent,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Pennsylvania,Rural,White,High,High Income,Right,Independent,Religious,Somewhat interested,Donald Trump,Always legal
Man,Adult,North Dakota,Rural,White,Medium,Middle Income,Right,Republican,Not Religious,Very interested,Donald Trump,Legal only in specific cases
Man,Adult,Connecticut,Rural,White,High,Low Income,None,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Arkansas,Rural,White,High,High Income,Left,Democrat,Religious,Very interested,Joe Biden,Legal only in specific cases
Woman,Adult,Massachusetts,Rural,White,,High Income,Center,Independent,Not Religious,Somewhat interested,Donald Trump,Always legal
Woman,Senior Adult,Georgia,Urban,White,Medium,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Illinois,Rural,White,Medium,Low Income,Right,Independent,Religious,Somewhat interested,Donald Trump,Always legal
Woman,Adult,Maine,Urban,White,Medium,Middle Income,Center,Republican,Not Religious,Somewhat interested,Donald Trump,Always legal
Woman,Adult,Alabama,Rural,White,High,High Income,Right,Republican,Religious,Very interested,Donald Trump,Always illegal
Man,Senior Adult,Virginia,Rural,White,High,Low Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,New York,Urban,Non-White,Low,Low Income,Center,Democrat,,Not very interested,Joe Biden,Always legal
Woman,Adult,Kentucky,Urban,White,Medium,Low Income,None,Republican,Not Religious,Not very interested,Donald Trump,Always illegal
Man,Adult,Texas,Rural,Non-White,Medium,High Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,Oklahoma,Rural,Non-White,,Low Income,Right,Republican,Religious,Somewhat interested,Other,Legal only in specific cases
Woman,Adult,Illinois,Rural,White,High,High Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Man,Adult,New Jersey,Rural,White,High,High Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Michigan,Urban,Non-White,Medium,High Income,Center,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Ohio,Urban,White,High,High Income,Center,Independent,Not Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,New Jersey,Rural,White,High,Middle Income,Right,Republican,Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Minnesota,Rural,White,High,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,Kansas,Rural,White,High,Low Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,North Carolina,Urban,White,Medium,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Wyoming,Rural,White,High,Middle Income,Left,Independent,Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Wisconsin,Urban,Non-White,Medium,Low Income,None,Democrat,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Adult,Virginia,Rural,White,High,High Income,Left,Democrat,Not Religious,Somewhat interested,Jo Jorgensen,Always legal
Man,Senior Adult,Washington,Rural,White,Medium,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Michigan,Rural,White,Medium,Low Income,Right,Independent,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,New York,Rural,Non-White,Medium,Low Income,None,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Man,Adult,New York,Rural,White,High,High Income,Center,Republican,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Adult,Missouri,Rural,White,High,Middle Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Adult,Florida,Rural,Non-White,Medium,Middle Income,Right,Democrat,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Young Adult,Missouri,Urban,Non-White,Medium,Low Income,Center,Democrat,Not Religious,Not at all interested,Donald Trump,Always illegal
Man,Senior Adult,Florida,Rural,White,Medium,Low Income,None,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Michigan,Urban,White,Medium,Middle Income,Left,Democrat,Religious,Not very interested,Joe Biden,Legal only in specific cases
Woman,Adult,Nevada,Rural,Non-White,Medium,Low Income,Center,Independent,Not Religious,Not very interested,Joe Biden,Always illegal
Woman,Young Adult,Arkansas,Urban,Non-White,High,Low Income,Left,Independent,Not Religious,Not at all interested,Joe Biden,Always legal
Woman,Senior Adult,New York,Rural,Non-White,Medium,Low Income,Left,Democrat,Not Religious,Not at all interested,Joe Biden,Legal only in specific cases
Woman,Young Adult,Nevada,Rural,Non-White,Medium,Low Income,Left,Democrat,Religious,Not very interested,Joe Biden,Always legal
Man,Adult,Florida,Rural,White,High,High Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,District of Columbia,Rural,Non-White,Medium,Low Income,Right,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Young Adult,Virginia,Urban,Non-White,Medium,Low Income,Left,Independent,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,,New Hampshire,Urban,White,Medium,Middle Income,Center,Independent,Religious,Not very interested,Other,Always legal
Man,Adult,Michigan,Rural,Non-White,High,High Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,California,Rural,White,Medium,High Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Indiana,Urban,White,Medium,Middle Income,Center,Republican,Religious,Somewhat interested,Joe Biden,Always illegal
Woman,Adult,New York,Rural,White,High,Low Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,New Jersey,Urban,White,Medium,Low Income,None,Independent,Not Religious,Somewhat interested,Donald Trump,Always legal
Man,Senior Adult,Michigan,Rural,White,Medium,Middle Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Adult,Iowa,Rural,Non-White,Medium,Low Income,Center,Democrat,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Alabama,Urban,White,High,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Pennsylvania,Rural,White,Medium,Low Income,None,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,New Jersey,Rural,White,High,Middle Income,Left,Democrat,Religious,Not very interested,Joe Biden,Always legal
Woman,Adult,New York,Rural,Non-White,Low,Low Income,Left,Democrat,Not Religious,Very interested,Donald Trump,Always illegal
Man,Adult,California,Rural,Non-White,High,Low Income,Center,Independent,Not Religious,Very interested,Donald Trump,Always legal
Woman,Senior Adult,California,Urban,White,High,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Kansas,Rural,White,High,High Income,Center,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Michigan,Rural,Non-White,High,High Income,None,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Louisiana,Urban,Non-White,Medium,Middle Income,Center,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Alabama,Urban,White,Medium,,Center,Independent,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Adult,New York,Urban,White,High,High Income,Center,Independent,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,New York,Rural,White,,High Income,,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,California,Urban,White,High,High Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Young Adult,California,Rural,White,Medium,High Income,Left,Independent,Not Religious,Very interested,Joe Biden,Always legal
Woman,Young Adult,Colorado,Urban,White,Medium,Low Income,Left,Independent,Not Religious,Not very interested,Other,Always legal
Woman,Adult,,Rural,Non-White,High,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Tennessee,Urban,White,Medium,Middle Income,Right,Republican,Not Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Adult,New York,Rural,Non-White,High,Middle Income,None,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,,Iowa,Rural,White,High,,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Woman,Adult,New York,Urban,White,Medium,,Center,Independent,Not Religious,Somewhat interested,Donald Trump,Always legal
Woman,Adult,Wisconsin,Urban,White,High,Middle Income,Center,Independent,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Kentucky,Urban,Non-White,High,Low Income,Left,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Man,Senior Adult,Wisconsin,Rural,White,High,Middle Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,New York,Rural,White,High,High Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Louisiana,Rural,White,High,Low Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Ohio,Rural,White,High,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Texas,Rural,White,High,Middle Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Man,Adult,Florida,Rural,Non-White,Medium,Low Income,Center,Democrat,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Adult,Wisconsin,Rural,White,Medium,Low Income,Right,Republican,Not Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Adult,North Dakota,Urban,White,High,,Right,Independent,Not Religious,Very interested,Donald Trump,Always legal
Man,Adult,Texas,Urban,Non-White,High,Middle Income,Left,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Texas,Urban,White,Medium,Low Income,None,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Texas,Rural,Non-White,Low,Low Income,None,Independent,Not Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Missouri,Rural,White,Medium,,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,Missouri,Urban,White,High,High Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Texas,Urban,White,Medium,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Senior Adult,,Rural,Non-White,High,High Income,Center,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,California,Urban,White,High,Middle Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,Illinois,Rural,White,High,High Income,Right,Independent,Religious,Not very interested,Jo Jorgensen,Legal only in specific cases
Woman,Adult,Pennsylvania,Urban,White,Medium,High Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Illinois,Rural,White,High,,Center,Democrat,Not Religious,Very interested,Joe Biden,Always legal
